Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Jardin des Plantes	GPE	this place. As well spend the time in the Jardin des Plantes with the cage doors undone, she says!	461	Jardin des Plantes, Place Valhubert, 75005, 5e Arrondissement, Paris, Île-de-France, FRA	POI	Zoo	Place Valhubert	Valhubert		Paris	Paris	Île-de-France	France	FRA	2.3639100000000326	48.84426000000008	100	
France	GPE	all seem queer after the extreme ceremony and politeness in France. When she had fed them, Lady Theodosia seemed	462	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
Bradford	GPE	on show, and she hates meeting the tourists from Bradford. I think it must be dreadful having to let	469	Bradford, West Yorkshire, England, GBR	Locality	City				Bradford	West Yorkshire	England	United Kingdom	GBR	-1.7545645009999475	53.790793087000054	100	
England	GPE	, and the shooting is some of the best in England, and awfully well preserved.	474	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Russia	GPE	, she says, she would like to live in Russia, where there are only the upper and lower.	476	Russia	Locality	Country							Russia	RUS	96.80537153400007	61.989526183000066	100	
France	GPE	. They don't smell here as they do in France, but on the other hand they look deserted,	483	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
York	GPE	tidy—in the big ones I mean, like York and Hernminster that we saw yesterday. Mr. Doran drove	483	York, North Yorkshire, England, GBR	Locality	City				York	North Yorkshire	England	United Kingdom	GBR	-1.0836837719999721	53.96202662400003	100	
France	GPE	. The dinner at a teeny place like Caudebec in France was delicious. I wonder why food at country hotels	485	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
England	GPE	delicious. I wonder why food at country hotels in England is so bad? At Retby Lady Theodosia won't	485	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
china	GPE	it! We extricated Lady Theodosia from masses of broken china and dribbles of jam, in the most awful rage	491	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
