Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Surrey	GPE	beyond that, and a skyline of warehouses on the Surrey shore.	1322	Surrey, BC, CAN	Locality	City				Surrey	Greater Vancouver Regional District	British Columbia	Canada	CAN	-122.82795599999997	49.10589700000003	100	
Park Lane	GPE	it's no more a suicide than the case in Park Lane yesterday or the one in Hyde Park last week;	1331	Park Lane, Bury, Greater Manchester, England, GBR	Locality	District				Bury	Greater Manchester	England	United Kingdom	GBR	-2.3085410739999475	53.540650061000065	100	
Phillida	GPE	sunshine of the other mornings was sadly missing; and Phillida looked only too eager to fly from the scene,	1335	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
London	GPE	n't stay here. Have you no other relatives in London?”	1336	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Phillida	GPE	was decided that they should return to their hotel without Phillida, but to send the car back for her later	1339	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Phillida	GPE	to do so; but would it be possible to Phillida to exclude from her evidence at the inquest all mention	1344	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Phillida	GPE	then; they accordingly adjourned to Glasshouse Street, and Phillida was to have gone on to the hotel; but	1346	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Plymouth	GPE	“I haven't looked at one since Plymouth.”	1355	Plymouth, Devon, England, GBR	Locality	City				Plymouth	Devon	England	United Kingdom	GBR	-4.142097422999939	50.37000040500004	100	
Broadmoor	GPE	you begin to want him elected to a fauteuil in Broadmoor. Will you believe me when I tell you that	1387	Broadmoor, CA, USA	Locality	Village				Broadmoor	San Mateo County	California	United States	USA	-122.48360999999994	37.688120000000026	100	
Thames	GPE	. “Those damned old wooden walls only cleared the Thames on Sunday morning, and they weren't near Plymouth	1391	Thames, Adolfo Alsina, Buenos Aires, ARG	Locality	City				Thames	Adolfo Alsina	Buenos Aires	Argentina	ARG	-63.294779999999946	-36.92563999999993	100	
Plymouth	GPE	Thames on Sunday morning, and they weren't near Plymouth when I left last night; but my little aluminium	1391	Plymouth, Devon, England, GBR	Locality	City				Plymouth	Devon	England	United Kingdom	GBR	-4.142097422999939	50.37000040500004	100	
Phillida	GPE	noticeable convexity. Pocket opened it at a word from Phillida, and an over-folded packet of MS.	1426	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
London	GPE	I am the serious and accredited inquirer to whom the London hospitals refused admittance to their pauper deathbeds, thronged though	1443	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Kensington	GPE	wished he was dead. I came across him in Kensington, outside a house to which an unseemly fracas had	1444	Kensington, PE, CAN	Locality	City				Kensington	Prince County	Prince Edward Island	Canada	CAN	-63.635685999999964	46.43773200000004	100	
Richmond Park	GPE	, whom I had dogged all the way down to Richmond Park, was cheated of a merciful end by dusk falling	1447	Richmond Park, Rotherham, South Yorkshire, England, GBR	Locality	District				Rotherham	South Yorkshire	England	United Kingdom	GBR	-1.3993288389999634	53.42900216600003	100	
Hyde Park	GPE	wretch whose name I forget met with his death in Hyde Park last Tuesday morning. I knew him by sight as	1447	Hyde Park, UT, USA	Locality	City				Hyde Park	Cache County	Utah	United States	USA	-111.82055999999994	41.79910000000007	100	
London	GPE	. I thought of the saintliest men I knew in London, of some Jesuit Fathers of my acquaintance, of	1452	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Park Lane	GPE	murder of Sir Joseph Schelmerdine outside his own house in Park Lane. It was the rashest of all the crimes;	1454	Park Lane, Bury, Greater Manchester, England, GBR	Locality	District				Bury	Greater Manchester	England	United Kingdom	GBR	-2.3085410739999475	53.540650061000065	100	
England	GPE	besotted country. I know what to expect in enlightened England: either a death unfit for a dog, or	1456	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Phillida	GPE	Pocket did not know where he was, and Phillida would not tell him where she was going, neither	1487	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Phillida	GPE	, the stately towers. But Pocket could not see Phillida's drift until she aimed herself, and, aiming	1489	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
