Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
London	GPE	the slightest inkling of his connection with the latest of London mysteries, or even of the scene, or any	718	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Phillida	GPE	placed between them on the dining-table, both Phillida and the fragments had disappeared.	728	Fillyra, GRC	Locality	City					Fillyra	Rodopi	Ellada	GRC	25.631700000000023	41.12209000000007	78.57	
Harben	GPE	just as well but his man gave the name of Harben, in Oxford Street. Harbens, rung up in	747	Harben, Thornhill, Gweru, Midlands, ZWE	Locality	Zone				Gweru		Midlands	Zimbabwe	ZWE	29.87023000000005	-19.445529999999962	100	
Harbens	GPE	gave the name of Harben, in Oxford Street. Harbens, rung up in their turn, found that they	747	Harben, Thornhill, Gweru, Midlands, ZWE	Locality	Zone				Gweru		Midlands	Zimbabwe	ZWE	29.87023000000005	-19.445529999999962	85.71	
Hyde Park	GPE	, had positively identified the cork found by Mullins in Hyde Park. It was still sticky with the very stuff which	747	Hyde Park, UT, USA	Locality	City				Hyde Park	Cache County	Utah	United States	USA	-111.82055999999994	41.79910000000007	100	
Knightsbridge	GPE	more kept them, not counting Harbens: one in Knightsbridge, one in New Bond Street, and one a	773	Knightsbridge, City of Westminster, Greater London, England, GBR	Locality	District				City of Westminster	Greater London	England	United Kingdom	GBR	-0.17437838999995847	51.50009573800003	100	
Berlin	GPE	recreations, and that he belonged to a polysyllabically unpronounceable Berlin club, and to one in St. James's which	790	Berlin, DEU	Locality	City				Berlin	Berlin	Berlin	Deutschland	DEU	13.376910000000066	52.51604000000003	100	
St. James's	GPE	a polysyllabically unpronounceable Berlin club, and to one in St. James's which Mullins more culpably miscalled the Parthenian.	790	St James's, City of Westminster, Greater London, England, GBR	Locality	District				City of Westminster	Greater London	England	United Kingdom	GBR	-0.13831404699993755	51.50789205900003	100	
London	GPE	Mullins; but we'll go through the chemists of London with a small tooth-comb, from here to	793	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	a pregnant glance at Mullins, and fell to abusing London and the Londoners, but City men above all others	794	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	utterance of a passionately provincial soul. Nobody in all London, he declared, and apparently without excepting Mr. Thrush	794	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
