Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
Bayswater	GPE	: I had to direct to a stationer's in Bayswater. She agreed to come, and did come.	2119	Bayswater, City of Westminster, Greater London, England, GBR	Locality	District				City of Westminster	Greater London	England	United Kingdom	GBR	-0.18327270299994325	51.51229300000006	100	
London	GPE	told me lamentable things. She was absolutely alone in London, and hadn't had sufficient food for weeks;	2123	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Birmingham	GPE	clothing; and so on. Her home was in Birmingham; she had been driven away by the brutality of	2123	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
London	GPE	lent her a few pounds, and she came to London with an unfinished novel. Well, you know,	2123	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Birmingham	GPE	'The day before yesterday she went to Birmingham to see her father and tell him all about the	2129	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
Birmingham	GPE	'Yes, it's from Birmingham; posted this morning. Look what an exquisite hand	2136	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
Birmingham	GPE	— that she has met an old lover — in Birmingham — that it was with him she had quarrelled —	2142	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
Birmingham	GPE	the devil! Why did I let her go to Birmingham? A fortnight more, and I should have had	2144	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
Birmingham	GPE	devil's name, did I let her go to Birmingham?'	2144	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
London	GPE	he would come to a garret-supper before leaving London, Reardon parted from his friend and turned westward.	2153	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Hampstead	GPE	out and walked for a couple of hours in the Hampstead region. Dinner over, Amy at once made ready	2197	Hampstead, QC, CAN	Locality	City				Hampstead	Communauté-Urbaine-de-Montréal	Québec	Canada	CAN	-73.64813499999997	45.480765000000076	100	
Westbourne Park	GPE	, Amy at once made ready for her journey to Westbourne Park.	2197	Westbourne Park, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.59793000000002	-34.971739999999954	100	
ST	GPE	The bells of ST. Marylebone began to clang for afternoon service. In	2217	ST	Locality	Country							Sao Tome and Principe	STP	6.602059996000037	0.2393107930000724	100	
Marylebone	GPE	The bells of ST. Marylebone began to clang for afternoon service. In the idleness	2217	Marylebone, Wigan, Greater Manchester, England, GBR	Locality	District				Wigan	Greater Manchester	England	United Kingdom	GBR	-2.6274937609999256	53.56001905100004	100	
Milvain	GPE	appreciated her husband's superiority; she had smiled at Milvain's commoner stamp of mind and character. But tedious	2219	Milvian, Jirón Ramón Castilla, Juliaca, San Román, Puno, 21101, PER	POI	Grocery	Jirón Ramón Castilla	Ramón Castilla		Juliaca	San Román	Puno	Perú	PER	-70.12999999999994	-15.48802999999998	85.71	
Scotland	GPE	want a tonic, you know. Get up into Scotland and do some boating and fishing — that kind of	2227	Scotland, GBR	Locality	State or Province						Scotland	United Kingdom	GBR	-4.181296541999927	56.84002490600005	100	
London	GPE	well, that's the fact. A winter in London tries any man — it does me, I know	2229	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Paris	GPE	weeks. Edith wants me to take her over to Paris at the end of this month, and I think	2229	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Norway	GPE	confoundedly busy. In the autumn we shall go to Norway, I think; it seems to be the right	2229	Norway	Locality	Country							Kingdom of Norway	NOR	10.000000000000057	62.00000000000006	100	
Norway	GPE	. Why shouldn't you have a run over to Norway? They say it can be done very cheaply;	2229	Norway	Locality	Country							Kingdom of Norway	NOR	10.000000000000057	62.00000000000006	100	
Islington	GPE	and look for rooms some distance from here; in Islington, I think. We have been living far beyond	2271	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Islington	GPE	to you; but if you prefer to live in Islington — '	2276	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Whitechapel	GPE	with you. If I choose to take lodgings in Whitechapel, there you will come and live.'	2281	Whitechapel, Tower Hamlets, Greater London, England, GBR	Locality	District				Tower Hamlets	Greater London	England	United Kingdom	GBR	-0.06907257799997524	51.51636757400007	100	
St. Marylebone	GPE	notes from the workhouse sounded between the deeper ones from St. Marylebone. Reardon tried to remember when he had last observed	2353	St. Marylebone, Westminster, Greater London, England, GBR	Locality	Neighborhood				Westminster	Greater London	England	United Kingdom	GBR	-0.16805999999996857	51.52541000000008	100	
London	GPE	Like the majority of London people, she occupied a house of which the rent	2355	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	, a pleasant foible turned to such good account by London landlords. Whereas she might have lived with a good	2355	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Islington	GPE	Amy should go and live in a back street at Islington, and be hungry every other day, and soon	2407	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
London	GPE	the inhabitant of a miniature flat in the heart of London anything of that kind is out of the question.	2447	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Islington	GPE	flat to the couple of rooms he had taken in Islington; for the moment, this relief helped him to	2461	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Sussex	GPE	came before him a vision of quiet nooks beneath the Sussex cliffs, of the long lines of green breakers bursting	2463	Sussex, NB, CAN	Locality	City				Sussex	Kings County	New Brunswick	Canada	CAN	-65.51087299999995	45.723648000000026	100	
Westbourne Park	GPE	him; these he would get packed and send to Westbourne Park.	2525	Westbourne Park, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.59793000000002	-34.971739999999954	100	
Islington	GPE	till to-morrow. They have to go to Islington. What would you do it for?'	2540	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Islington	GPE	The next thing to be done was to go to Islington, forfeit a week's rent for the two rooms	2542	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Islington	GPE	address is: 5 Manville Street, Upper Street, Islington. — Edwin Reardon .'	2544	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Westbourne Park	GPE	save by delivering it himself. So he went to Westbourne Park by train, and walked to Mrs. Yule's house	2545	Westbourne Park, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.59793000000002	-34.971739999999954	100	
Islington	GPE	that was to transfer his property to the room in Islington arrived about mid-day. By that time he	2554	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
London	GPE	in apprehension, but to one who had experience of London garrets this was a rather favourable specimen of its kind	2555	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Islington	GPE	was more than a fortnight after Reardon's removal to Islington when Jasper Milvain heard for the firt time of what	2583	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Will-o'-the-	GPE	, what a capital column that is of yours in Will-o'-the- Wisp . I know nothing like it in English journalism	2587	Othe, Briey, Département de Meurthe-et-Moselle, Grand Est, FRA	Locality	City				Briey	Département de Meurthe-et-Moselle	Grand Est	France	FRA	5.4427800000000275	49.49556000000007	79.99	
Reardons	GPE	'Of course you know all about the Reardons?' said Whelpdale.	2592	Reardon's, 1060 Pollokshaws Road, Strathbungo, Glasgow, Lanarkshire, Scotland, G41 3, GBR	POI	British Isles Food	1060 Pollokshaws Road	Pollokshaws	1060	Glasgow	Lanarkshire	Scotland	United Kingdom	GBR	-4.279529999999966	55.83122000000003	99.99	
Birmingham	GPE	have seen the letter I wrote to that girl at Birmingham — all charity and forgiveness. I meant it,	2602	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
Biffen	GPE	it; there's a good deal of delicacy in Biffen, you know. A thoroughly good-hearted fellow	2608	Biffen, Rosensgade 10, 8300, Odder, Midtjylland, DNK	POI	Cinema	Rosensgade 10	Rosens	10	Odder	Odder	Midtjylland	Danmark	DNK	10.147940000000062	55.97252000000003	100	
Westbourne Park	GPE	the costume of black and white, and journeyed to Westbourne Park, where his destination was the house of Mrs. Edmund	2610	Westbourne Park, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.59793000000002	-34.971739999999954	100	
Islington	GPE	of the most shocking alleys in the worst part of Islington. I should have gone to see him, but	2624	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Westbourne Park	GPE	They drew near to Westbourne Park station.	2668	Westbourne Park, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.59793000000002	-34.971739999999954	100	
Wattleborough	GPE	and his sisters accepted an invitation to visit friends at Wattleborough, and were out' of town about three weeks	2676	Attleborough, Breckland, Norfolk, England, GBR	Locality	City				Breckland	Norfolk	England	United Kingdom	GBR	1.0145845570000347	52.516457709000065	87.08	
Kent	GPE	, with his wife and daughter, rusticated somewhere in Kent. Dora and Marian exchanged letters, and here is	2676	Kent, England, GBR	Locality	Zone						England	United Kingdom	GBR	0.7239300000000526	51.23667000000006	100	
Midway	GPE	Midway in October, about half-past eight one evening	2681	Midway, UT, USA	Locality	City				Midway	Wasatch County	Utah	United States	USA	-111.47616999999997	40.51224000000008	100	
Dora	GPE	eight one evening, Jasper received an unexpected visit from Dora. He was in his sitting-room, smoking	2681	Dora, AL, USA	Locality	City				Dora	Walker County	Alabama	United States	USA	-87.08881999999994	33.730360000000076	100	
Dora	GPE	Jasper smiled at Dora, and said in a low voice:	2701	Dora, AL, USA	Locality	City				Dora	Walker County	Alabama	United States	USA	-87.08881999999994	33.730360000000076	100	
Jasper	GPE	'And the hero grocer !' shouted Jasper, mirthfully. 'Oh, but it's quite	2720	Jasper, AB, CAN	Locality	City				Jasper	Division No. 15	Alberta	Canada	CAN	-118.07925599999999	52.87927700000006	100	
mirthfully	GPE	'And the hero grocer !' shouted Jasper, mirthfully. 'Oh, but it's quite decent;	2720															nothing found
Reardons	GPE	time since Jasper had spoken to his sisters about the Reardons; nowadays he seldom heard either of husband or wife	2722	Reardon's, 1060 Pollokshaws Road, Strathbungo, Glasgow, Lanarkshire, Scotland, G41 3, GBR	POI	British Isles Food	1060 Pollokshaws Road	Pollokshaws	1060	Glasgow	Lanarkshire	Scotland	United Kingdom	GBR	-4.279529999999966	55.83122000000003	99.99	
Wattleborough	GPE	sure to be soon. She may have gone to Wattleborough this afternoon, or be going to-morrow morning	2755	Attleborough, Breckland, Norfolk, England, GBR	Locality	City				Breckland	Norfolk	England	United Kingdom	GBR	1.0145845570000347	52.516457709000065	87.08	
London	GPE	connected with it. But I hope your friends in London may benefit.'	2756	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Camden	GPE	doubly wretched in that house on the far borders of Camden Town, but in October the sun reappeared and it	2769	Camden, NJ, USA	Locality	City				Camden	Camden County	New Jersey	United States	USA	-75.11912999999998	39.945250000000044	100	
St. Paul's Crezzent	GPE	, it's true, except that she lived in St. Paul's Crezzent. And so she may be respectable, though I	2783	St Paul, MN, USA	Locality	City				St Paul	Ramsey County	Minnesota	United States	USA	-93.09647999999999	44.94339000000008	75.23	
London	GPE	, and I pay 'em worse than any woman in London! That's what I've learnt about myself by	2790	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
apoplexy	GPE	'He died of apoplexy, at a meeting in Wattleborough. I shall go	2905															nothing found
Wattleborough	GPE	'He died of apoplexy, at a meeting in Wattleborough. I shall go down this morning, and of	2905	Attleborough, Breckland, Norfolk, England, GBR	Locality	City				Breckland	Norfolk	England	United Kingdom	GBR	1.0145845570000347	52.516457709000065	87.08	
Chislehurst	GPE	is enormously wealthy, and has a magnificent house at Chislehurst. The girl goes about with her step-mother	2962	Chislehurst, Greater London, England, GBR	Locality	City				Chislehurst	Greater London	England	United Kingdom	GBR	0.06858000000005404	51.41709000000003	100	
Wattleborough	GPE	use the old word. We don't live in Wattleborough, where liberty is rendered impossible by the cackling of	2984	Attleborough, Breckland, Norfolk, England, GBR	Locality	City				Breckland	Norfolk	England	United Kingdom	GBR	1.0145845570000347	52.516457709000065	87.08	
Wattleborough	GPE	'I thought it might have been spoken of in Wattleborough, and some friend might have written to you.	3018	Attleborough, Breckland, Norfolk, England, GBR	Locality	City				Breckland	Norfolk	England	United Kingdom	GBR	1.0145845570000347	52.516457709000065	87.08	
Reardons	GPE	don't know whether uncle had even heard of the Reardons' misfortunes. I suppose he must have done.	3045	Reardon's, 1060 Pollokshaws Road, Strathbungo, Glasgow, Lanarkshire, Scotland, G41 3, GBR	POI	British Isles Food	1060 Pollokshaws Road	Pollokshaws	1060	Glasgow	Lanarkshire	Scotland	United Kingdom	GBR	-4.279529999999966	55.83122000000003	99.99	
Wattleborough	GPE	relatives were lost sight of in the great crowd of Wattleborough people; there was an enormous procession, of course	3045	Attleborough, Breckland, Norfolk, England, GBR	Locality	City				Breckland	Norfolk	England	United Kingdom	GBR	1.0145845570000347	52.516457709000065	87.08	
Reardons	GPE	and with its result so far as it concerned the Reardons. They talked of how the couple would probably behave	3091	Reardon's, 1060 Pollokshaws Road, Strathbungo, Glasgow, Lanarkshire, Scotland, G41 3, GBR	POI	British Isles Food	1060 Pollokshaws Road	Pollokshaws	1060	Glasgow	Lanarkshire	Scotland	United Kingdom	GBR	-4.279529999999966	55.83122000000003	99.99	
Birmingham	GPE	'The maiden from Birmingham, wasn't it?' said Jasper, again	3129	Birmingham, West Midlands, England, GBR	Locality	City				Birmingham	West Midlands	England	United Kingdom	GBR	-1.902935748999937	52.479298949000054	100	
England	GPE	be said for the establishment of a literary academy in England?'	3151	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Cherbury	GPE	things. You remember my paper on Lord Herbert of Cherbury? No one ever wrote a more subtle piece of	3237	Cherbury, Monastery Road, Enniskerry, Bray, Wicklow, IRL	POI	Hotel	Monastery Road	Monastery		Bray		Wicklow	Ireland	IRL	-6.177499999999952	53.20126000000005	100	
Jericho	GPE	'Oh, Miss Rupert may go to Jericho for all I care. I'm in a magnanimous	3279	Jericho, West Bank	Locality	City				Jericho		West Bank			35.461730000000045	31.856210000000033	100	
Reardons	GPE	'Have you any news about the Reardons?'	3293	Reardon's, 1060 Pollokshaws Road, Strathbungo, Glasgow, Lanarkshire, Scotland, G41 3, GBR	POI	British Isles Food	1060 Pollokshaws Road	Pollokshaws	1060	Glasgow	Lanarkshire	Scotland	United Kingdom	GBR	-4.279529999999966	55.83122000000003	99.99	
Croydon	GPE	' home, or something of the kind, at Croydon. But I suppose there'll be no need for	3294	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Reardons	GPE	majority of mortals. There's the instance of the Reardons. They were in love with each other, if	3368	Reardon's, 1060 Pollokshaws Road, Strathbungo, Glasgow, Lanarkshire, Scotland, G41 3, GBR	POI	British Isles Food	1060 Pollokshaws Road	Pollokshaws	1060	Glasgow	Lanarkshire	Scotland	United Kingdom	GBR	-4.279529999999966	55.83122000000003	99.99	
England	GPE	am poor. Imagine my never having been out of England! It shames me when people talk familiarly of the	3375	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
Westbourne Park	GPE	at midnight or later, he haunted the street at Westbourne Park where his wife was dwelling, and on each occasion	3456	Westbourne Park, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.59793000000002	-34.971739999999954	100	
Islington	GPE	He was walking in one of the back streets of Islington, and stopped idly to gaze into the window of	3473	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Norway	GPE	remark this after his return from an August holiday in Norway. On coming for the first time to the City	3475	Norway	Locality	Country							Kingdom of Norway	NOR	10.000000000000057	62.00000000000006	100	
Norway	GPE	Reardon. 'I'll imagine I have been to Norway. It has done me good to hear of your	3479	Norway	Locality	Country							Kingdom of Norway	NOR	10.000000000000057	62.00000000000006	100	
London	GPE	see if you can guess it. Why is a London lodging-house like the human body?'	3487	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	'Why is a London lodging-house — ? Haven't the least idea	3489	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Croydon	GPE	's the secretaryship of a home for destitute boys at Croydon. The post is far from a sinecure, Carter	3494	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Croydon	GPE	very readily to a dwelling of that kind. And Croydon isn't the most inviting locality.'	3504	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Westbourne Park	GPE	two people who have misunderstood each other. Go to Westbourne Park to-morrow. And be reasonable; be more	3512	Westbourne Park, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.59793000000002	-34.971739999999954	100	
Westbourne Park	GPE	nothing. He was tempted to go at once to Westbourne Park, but reason prevailed with him. When he again	3516	Westbourne Park, Adelaide, South Australia, AUS	Locality	District				Adelaide		South Australia	Australia	AUS	138.59793000000002	-34.971739999999954	100	
Croydon	GPE	what you propose to do in case I go to Croydon.'	3541	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Croydon	GPE	to come and live with you when you go to Croydon I will do so.'	3606	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Croydon	GPE	can't say anything except that I will come to Croydon if you wish it.'	3612	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Wattleborough	GPE	later arrived the news of their relative's death at Wattleborough.	3643	Attleborough, Breckland, Norfolk, England, GBR	Locality	City				Breckland	Norfolk	England	United Kingdom	GBR	1.0145845570000347	52.516457709000065	87.08	
South Kensington	GPE	legacy she might receive. She dreamt of houses in South Kensington, of social ambitions gratified even thus late.	3644	South Kensington, Kensington and Chelsea, Greater London, England, GBR	Locality	District				Kensington and Chelsea	Greater London	England	United Kingdom	GBR	-0.18137034299996913	51.492758423000055	100	
'Who	GPE	thousand good for something,' said Mrs. Yule.'Who was at the funeral? Don't be so surly	3663	Who, Jalan Jenderal Gatot Subroto, Pancoran, DKI Jakarta, 12780, IDN	POI	Business Facility	Jalan Jenderal Gatot Subroto	Jenderal Gatot Subroto		Pancoran		DKI Jakarta	Indonesia	IDN	106.84043000000008	-6.2426699999999755	99.99	
America	GPE	And it's the same now about divorce. In America people can get divorced if they don't suit each	3686	America	Locality	Country							United States	USA	-99.41461918999994	39.39870315600007	100	
States	GPE	each other — at all events in some of the States — and does any harm come of it? Just	3686	States, Bellmead, TX, USA	Locality	Neighborhood				Bellmead	McLennan County	Texas	United States	USA	-97.08363999999995	31.620480000000043	100	
Metropolitan	GPE	day she walked to New Oxford Street from the nearest Metropolitan station. Whilst waiting at the library counter, she	3718	Metropolitan, New York, NY, USA	POI	Museum				New York	New York County	New York	United States	USA	-73.96291999999994	40.77955000000003	100	
Islington	GPE	have only seen your husband once since he went to Islington.'	3739	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
London	GPE	by a Wattleborough correspondent, even if no one in London had told him.	3743	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Corfu	GPE	feeling on shipboard. I remember waking up midway between Corfu and Brindisi, on that shaky tub of a Greek	3790	Corfu, GRC	Locality	City					Corfu	Corfu	Greece	GRC	19.907750000000078	39.61863000000005	100	
Croydon	GPE	his mind to her at all. His secretaryship at Croydon was a haven within view; the income of seventy	3793	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Croydon	GPE	little. Next Sunday he was to go over to Croydon and see the institution.	3793	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Greece	GPE	spirit — objectively. I have had such moments in Greece and Italy; times when I was a free spirit	3822	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Italy	GPE	objectively. I have had such moments in Greece and Italy; times when I was a free spirit, utterly	3822	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Athens	GPE	' he said, 'of that marvellous sunset at Athens? I was on the Pnyx; had been rambling	3825	Athens, GRC	Locality	City					Athens	Attiki	Greece	GRC	23.73640000000006	37.97614000000004	100	
Eleusis	GPE	behind the seaward hills through the pass that leads to Eleusis, and so gleaming on the nearer slopes of Aigaleos	3825	Elefsina, GRC	Locality	City					Elefsina	Attiki	Ellada	GRC	23.537180000000035	38.04781000000003	100	
Athens	GPE	the foot of Parnes to that of Hymettus, framing Athens and its hills, which grew brighter and brighter —	3827	Athens, GRC	Locality	City					Athens	Attiki	Greece	GRC	23.73640000000006	37.97614000000004	100	
Croydon	GPE	the appointment had something to do with his business at Croydon, whither he had been in the mean time.	3836	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Wattleborough	GPE	better tell you at once that Amy's uncle at Wattleborough is dead, and that in his will he has	3847	Attleborough, Breckland, Norfolk, England, GBR	Locality	City				Breckland	Norfolk	England	United Kingdom	GBR	1.0145845570000347	52.516457709000065	87.08	
Islington	GPE	left a note, and made his way back to Islington. The evening had to be spent at the hospital	3872	Islington, Greater London, England, GBR	Locality	City				Islington	Greater London	England	United Kingdom	GBR	-0.1030399999999645	51.53622000000007	100	
Greece	GPE	all the gods of Olympus, we will go to Greece together, you and I!'	3881	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Marseilles	GPE	as Pallas Athene liveth! we shall find ourselves at Marseilles, going aboard some boat of the Messageries. I	3883	Marseilles, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA	Locality	City				Marseille	Bouches-du-Rhône	Provence-Alpes-Côte d'Azur	France	FRA	5.3810700000000224	43.29695000000004	100	
Greece	GPE	! Then she, too, would have gone to Greece, wouldn't she? Everything in life comes too	3887	Greece	Locality	Country							Greece	GRC	22.000000000000057	39.00000000000006	100	
Croydon	GPE	they'll have to look out for someone else at Croydon?'	3900	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
Marylebone	GPE	a horror of the workhouse. Remember the clock at Marylebone I used to tell you about.'	3928	Marylebone, Wigan, Greater Manchester, England, GBR	Locality	District				Wigan	Greater Manchester	England	United Kingdom	GBR	-2.6274937609999256	53.56001905100004	100	
Croydon	GPE	to return to you if you took that position at Croydon. There is now no need for you to pursue	3934	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
London	GPE	. I do not think you would care to leave London permanently, and certainly I should not.	3934	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Croydon	GPE	I am suffering privations. At Christmas I go to Croydon, and I will then write to you again.	3943	Croydon, Greater London, England, GBR	Locality	City				Croydon	Greater London	England	United Kingdom	GBR	-0.0999999999999659	51.38333000000006	100	
London	GPE	her sister as for the first few months of their London career.	3952	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Barnabys	GPE	you could have got on a good footing with the Barnabys. If you are generally looked upon as belonging to	3995	Barnabys, 95 Bancroft, Hitchin, Hertfordshire, England, SG5 1, GBR	POI	Specialty Store	95 Bancroft	Bancroft	95	Hitchin	Hertfordshire	England	United Kingdom	GBR	-0.27658999999994194	51.950770000000034	100	
dandiacal	GPE	a young man of rather offensive type — athletic, dandiacal, and half-educated. It astonished Jasper that	3996	Dandiapali, Brahmani Tarang, Sundargarh, Odisha, IND	Locality	Village				Brahmani Tarang	Sundargarh	Odisha	India	IND	84.78064000000006	22.20496000000003	82	
States	GPE	few cents' worth of pea-nuts in the States.'	4012	States, Bellmead, TX, USA	Locality	Neighborhood				Bellmead	McLennan County	Texas	United States	USA	-97.08363999999995	31.620480000000043	100	
Troy	GPE	'It was in Troy,' he went on, 'Troy, N.	4015	Troy, MI, USA	Locality	City				Troy	Oakland County	Michigan	United States	USA	-83.15417999999994	42.562380000000076	100	
Troy	GPE	was in Troy,' he went on, 'Troy, N. Y. To think that a man should live	4015	Troy, MI, USA	Locality	City				Troy	Oakland County	Michigan	United States	USA	-83.15417999999994	42.562380000000076	100	
Philadelphia	GPE	everybody was talking just then of the Centennial Exhibition at Philadelphia, I conceived the brilliant idea of crossing the Atlantic	4018	Philadelphia, PA, USA	Locality	City				Philadelphia	Philadelphia County	Pennsylvania	United States	USA	-75.16217999999998	39.95222000000007	100	
England	GPE	that no one would accept the articles I sent to England, and that at last I got into perilous straits	4018	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
New York	GPE	last I got into perilous straits. I went to New York, and thought of returning home, but the spirit	4018	New York, NY, USA	Locality	City				New York	New York County	New York	United States	USA	-74.00711999999999	40.714530000000025	100	
Chicago	GPE	And go I did, taking an emigrant ticket to Chicago. It was December, and I should like you	4018	Chicago, IL, USA	Locality	City				Chicago	Cook County	Illinois	United States	USA	-87.63244999999995	41.884250000000065	100	
Cleveland	GPE	would have burst with the need of sleeping. At Cleveland, in Ohio, we had to wait several hours	4018	Cleveland, OH, USA	Locality	City				Cleveland	Cuyahoga County	Ohio	United States	USA	-81.69073999999995	41.50473000000005	100	
Ohio	GPE	with the need of sleeping. At Cleveland, in Ohio, we had to wait several hours in the night	4018	Ohio, USA	Locality	State or Province						Ohio	United States	USA	-82.71121518599995	40.41305679900006	100	
