author_name	author_id	loc_type	place	place_id	country	country_ISO
Machen, Arthur	Q540166	archives at	National Library of Wales	Q666063	United Kingdom	GBR
Machen, Arthur	Q540166	archives at	Harry Ransom Center	Q5671855	United States of America	USA
Machen, Arthur	Q540166	archives at	Harry Ransom Center	Q5671855	United States of America	USA
Silberrad, Una Lucy	Q7882119	place of birth	Buckhurst Hill	Q2684024	United Kingdom	GBR
Silberrad, Una Lucy	Q7882119	place of death	Burnham-on-Crouch	Q2454022	United Kingdom	GBR
Silberrad, Una Lucy	Q7882119	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Silberrad, Una Lucy	Q7882119	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Silberrad, Una Lucy	Q7882119	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Chesterton, Gilbert Keith	Q183167	place of burial	Buckinghamshire	Q23229	United Kingdom	GBR
Chesterton, Gilbert Keith	Q183167	place of birth	Kensington	Q288781	United Kingdom	GBR
Chesterton, Gilbert Keith	Q183167	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR
Chesterton, Gilbert Keith	Q183167	place of birth	Beaconsfield	Q812906	United Kingdom	GBR
Chesterton, Gilbert Keith	Q183167	place of death	Beaconsfield	Q812906	United Kingdom	GBR
Chesterton, Gilbert Keith	Q183167	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Chesterton, Gilbert Keith	Q183167	archives at	Hesburgh Libraries Rare Books & Special Collections	Q108653830	United States of America	USA
Chesterton, Gilbert Keith	Q183167	archives at	Hesburgh Libraries Rare Books & Special Collections	Q108653830	United States of America	USA
Chesterton, Gilbert Keith	Q183167	archives at	University of Notre Dame Archives	Q109614422	United States of America	USA
Chesterton, Gilbert Keith	Q183167	archives at	University of Notre Dame Archives	Q109614422	United States of America	USA
Chesterton, Gilbert Keith	Q183167	archives at	Louis Round Wilson Library	Q14708020	United States of America	USA
Chesterton, Gilbert Keith	Q183167	archives at	Louis Round Wilson Library	Q14708020	United States of America	USA
Chesterton, Gilbert Keith	Q183167	archives at	Louis Round Wilson Library	Q14708020	United States of America	USA
Chesterton, Gilbert Keith	Q183167	archives at	John M. Kelly Library	Q64760824	Canada	CAN
Chesterton, Gilbert Keith	Q183167	archives at	John M. Kelly Library	Q64760824	Canada	CAN
Forster, Edward Morgan	Q189119	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR
Forster, Edward Morgan	Q189119	place of death	Coventry	Q6225	United Kingdom	GBR
Forster, Edward Morgan	Q189119	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Forster, Edward Morgan	Q189119	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Forster, Edward Morgan	Q189119	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Forster, Edward Morgan	Q189119	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Hornung, Ernest William	Q1288644	place of birth	Middlesbrough	Q171866	United Kingdom	GBR
Hornung, Ernest William	Q1288644	place of death	France	Q142	France	FRA
Hornung, Ernest William	Q1288644	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Belloc-Lowndes, Marie	Q389375	place of burial	Q106518708	Q106518708	France	FRA
Belloc-Lowndes, Marie	Q389375	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR
Belloc-Lowndes, Marie	Q389375	place of death	Hampshire	Q23204	United Kingdom	GBR
Belloc-Lowndes, Marie	Q389375	country of citizenship	France	Q142	France	FRA
Belloc-Lowndes, Marie	Q389375	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Belloc-Lowndes, Marie	Q389375	archives at	Harry Ransom Center	Q5671855	United States of America	USA
Belloc-Lowndes, Marie	Q389375	archives at	Harry Ransom Center	Q5671855	United States of America	USA
Buchan, John	Q333004	place of burial	Oxfordshire	Q23169	United Kingdom	GBR
Buchan, John	Q333004	place of birth	Perth	Q203000	United Kingdom	GBR
Buchan, John	Q333004	place of death	Montreal	Q340	Canada	CAN
Buchan, John	Q333004	place of death	Montreal Neurological Institute and Hospital	Q3152227	Canada	CAN
Buchan, John	Q333004	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Buchan, John	Q333004	archives at	Rare Books and Special Collections	Q62535993	Canada	CAN
Buchan, John	Q333004	archives at	Rare Books and Special Collections	Q62535993	Canada	CAN
Buchan, John	Q333004	work location	London	Q84	United Kingdom of Great Britain and Ireland	GBR
Conrad, Joseph	Q82925	place of burial	Canterbury	Q29303	United Kingdom	GBR
Conrad, Joseph	Q82925	place of birth	Terekhove	Q4455727	Ukraine	UKR
Conrad, Joseph	Q82925	place of death	Bishopsbourne	Q866348	United Kingdom	GBR
Conrad, Joseph	Q82925	country of citizenship	Second Polish Republic	Q207272	Second Polish Republic	POL
Conrad, Joseph	Q82925	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Conrad, Joseph	Q82925	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Conrad, Joseph	Q82925	country of citizenship	Russian Empire	Q34266	Russian Empire	RUS
Conrad, Joseph	Q82925	archives at	Leeds University Library	Q24568958	United Kingdom	GBR
Conrad, Joseph	Q82925	archives at	Leeds University Library	Q24568958	United Kingdom	GBR
Conrad, Joseph	Q82925	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA
Conrad, Joseph	Q82925	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA
Conrad, Joseph	Q82925	archives at	Harry Ransom Center	Q5671855	United States of America	USA
Conrad, Joseph	Q82925	archives at	Harry Ransom Center	Q5671855	United States of America	USA
Lewis, Percy Wyndham	Q780102	place of burial	Golders Green Crematorium	Q4141350	United Kingdom	GBR
Lewis, Percy Wyndham	Q780102	place of birth	Amherst	Q470594	Canada	CAN
Lewis, Percy Wyndham	Q780102	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR
Lewis, Percy Wyndham	Q780102	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Lewis, Percy Wyndham	Q780102	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Lewis, Percy Wyndham	Q780102	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Lewis, Percy Wyndham	Q780102	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Lewis, Percy Wyndham	Q780102	archives at	Clara Thomas Archives and Special Collections	Q61467363	Canada	CAN
Lewis, Percy Wyndham	Q780102	archives at	Clara Thomas Archives and Special Collections	Q61467363	Canada	CAN
Lewis, Percy Wyndham	Q780102	archives at	Clara Thomas Archives and Special Collections	Q61467363	Canada	CAN
Lewis, Percy Wyndham	Q780102	work location	Washington, D.C.	Q61	United States of America	USA
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	place of burial	Brookwood Cemetery	Q990618	United Kingdom	GBR
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	place of death	London	Q84	United Kingdom of Great Britain and Ireland	GBR
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
West, Rebecca [pseud. Cicily Isabel Fairfield]	Q236669	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA
Woolf, Virginia	Q40909	place of burial	Monk's House	Q864197	United Kingdom	GBR
Woolf, Virginia	Q40909	place of birth	Hyde Park Gate	Q5953682	United Kingdom	GBR
Woolf, Virginia	Q40909	place of birth	London	Q84	United Kingdom of Great Britain and Ireland	GBR
Woolf, Virginia	Q40909	place of death	Lewes	Q246884	United Kingdom	GBR
Woolf, Virginia	Q40909	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Woolf, Virginia	Q40909	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Woolf, Virginia	Q40909	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Woolf, Virginia	Q40909	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	Smith College	Q49204	United States of America	USA
Woolf, Virginia	Q40909	archives at	Smith College	Q49204	United States of America	USA
Woolf, Virginia	Q40909	archives at	Smith College	Q49204	United States of America	USA
Woolf, Virginia	Q40909	archives at	University of Sussex Library	Q17549763	United Kingdom	GBR
Woolf, Virginia	Q40909	archives at	University of Sussex Library	Q17549763	United Kingdom	GBR
Woolf, Virginia	Q40909	archives at	University of Sussex Library	Q17549763	United Kingdom	GBR
Woolf, Virginia	Q40909	archives at	E.J. Pratt Library	Q76176053	Canada	CAN
Woolf, Virginia	Q40909	archives at	E.J. Pratt Library	Q76176053	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	archives at	University of Victoria Special Collections and University Archives	Q47518588	Canada	CAN
Woolf, Virginia	Q40909	residence	Monk's House	Q864197	United Kingdom	GBR
Hamilton, Cicely	Q5119353	place of birth	Paddington	Q124230	United Kingdom	GBR
Hamilton, Cicely	Q5119353	place of birth	Sussex Gardens	Q17347234	United Kingdom	GBR
Hamilton, Cicely	Q5119353	place of death	Chelsea	Q743535	United Kingdom	GBR
Hamilton, Cicely	Q5119353	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Hamilton, Cicely	Q5119353	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Hamilton, Cicely	Q5119353	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Arlen, Michael [pseud.]	Q115683	place of birth	Ruse	Q160173	Bulgaria	BGR
Arlen, Michael [pseud.]	Q115683	place of death	New York City	Q60	United States of America	USA
Arlen, Michael [pseud.]	Q115683	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Arlen, Michael [pseud.]	Q115683	residence	England	Q21	United Kingdom	GBR
Arlen, Michael [pseud.]	Q115683	residence	Plovdiv	Q459	Bulgaria	BGR
Benson, Stella	Q2342103	place of birth	Shropshire	Q23103	Great Britain	GBR
Benson, Stella	Q2342103	place of birth	England	Q21	United Kingdom	GBR
Benson, Stella	Q2342103	place of death	Tonkin	Q622778	Vietnam	VNM
Benson, Stella	Q2342103	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Benson, Stella	Q2342103	archives at	UK National Archives	Q392703	United Kingdom	GBR
Benson, Stella	Q2342103	archives at	UK National Archives	Q392703	United Kingdom	GBR
Lawrence, David Herbert	Q34970	place of burial	D. H. Lawrence Ranch	Q5203614	United States of America	USA
Lawrence, David Herbert	Q34970	place of birth	Eastwood	Q2736112	United Kingdom	GBR
Lawrence, David Herbert	Q34970	place of death	Vence	Q192368	France	FRA
Lawrence, David Herbert	Q34970	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Lawrence, David Herbert	Q34970	archives at	Harry Ransom Center	Q5671855	United States of America	USA
Lawrence, David Herbert	Q34970	archives at	Harry Ransom Center	Q5671855	United States of America	USA
Lawrence, David Herbert	Q34970	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA
Lawrence, David Herbert	Q34970	archives at	Beinecke Rare Book & Manuscript Library	Q814779	United States of America	USA
Trollope, Frances Milton	Q271961	place of burial	English Cemetery, Florence	Q1092134	Italy	ITA
Trollope, Frances Milton	Q271961	place of birth	Stapleton	Q7600478	United Kingdom	GBR
Trollope, Frances Milton	Q271961	place of death	Florence	Q2044	Italy	ITA
Trollope, Frances Milton	Q271961	country of citizenship	United Kingdom	Q145	United Kingdom	GBR
Trollope, Frances Milton	Q271961	country of citizenship	United Kingdom of Great Britain and Ireland	Q174193	United Kingdom of Great Britain and Ireland	GBR
Trollope, Frances Milton	Q271961	country of citizenship	Great Britain	Q161885	Great Britain	GBR
